packet_length_max,iat_min,label
814.8907563025211,8.951716062401525e-06,LDAP
1491.3947368421054,3.0930497144397796e-05,LDAP
244.88235294117646,4.050310920266544e-05,LDAP
100.11235955056179,1.9682927078075622e-05,LDAP
722.9464570797,1.098944809107995e-05,MSSQL
522.3931610210304,2.1111182443860883e-05,MSSQL
1227.6794457274825,3.095807434504907e-06,MSSQL
130.65560165975108,9.081670357478603e-06,MSSQL
254.84911392405064,3.125854685336729e-05,NETBIOS
181.90822179732314,8.125833981807556e-06,NETBIOS
313.71722595078285,3.144586379629385e-05,NETBIOS
152.33453237410072,1.3719359747797466e-05,NETBIOS
289.0,6.29425048828125e-05,Portmap
253.0,4.8160552978515625e-05,Portmap
253.0,3.0994415283203125e-06,Portmap
438.82608695652186,2.3712282595427135e-06,SYN
59.999999999999986,4.5845648976033285e-05,SYN
59.999999999999964,0.00012803271337205892,SYN
88.93866171003717,1.0254657844628544e-05,SYN
439.39849762492173,4.194385678724812e-05,UDP
319.7163949553983,2.8461832077603668e-05,UDP
534.683403222247,2.5839080507459038e-05,UDP
377.12840374188164,3.978945121771722e-05,UDP
75.83763374335831,1.3740170410049215,benign
59.427754725680046,54.88462141216378,benign
58.66603271205782,2.9321269142124398,benign
61.62075355157504,114.96029344011485,benign
65.53796445880452,1.1843125153820426e-05,slow-attacks
344.11214953271025,0.0005231460678242919,slow-attacks
184.0,8.275450729742282e-05,slow-attacks
100.03225806451611,3.2994054978893647e-05,slow-attacks
