packet_length_max,iat_min,label
1398.955752212389,8.745531065274127e-06,LDAP
107.26203208556149,2.415294953208556e-05,LDAP
778.0,1.24429834300074e-05,LDAP
1510.646706586826,3.409147738458612e-05,LDAP
1083.0,2.1457672119140625e-06,LDAP
277.55555555555554,4.7039102624963826e-05,LDAP
914.0,9.5367431640625e-07,LDAP
666.0,2.86102294921875e-06,LDAP
699.5598203348305,9.717885468206357e-06,MSSQL
481.0744052129108,2.588369861157072e-05,MSSQL
1269.0369170984459,3.1315600933806267e-06,MSSQL
129.53287981859404,9.38536628844246e-06,MSSQL
1028.4867947178877,3.4254424426020404e-06,MSSQL
592.6415080633445,1.5795689829037006e-05,MSSQL
849.9978649586338,6.582757966627207e-06,MSSQL
1441.5886319845858,3.540217302208462e-06,MSSQL
289.0,3.1445666057307535e-05,NETBIOS
1506.0,4.792213439941406e-05,NETBIOS
184.3095238095238,1.3044271519575169e-05,NETBIOS
246.26122448979595,2.7141035819540232e-05,NETBIOS
378.5582822085888,2.3816992168777556e-05,NETBIOS
92.87804878048777,1.3159542548947218e-05,NETBIOS
271.0,3.8867874474007033e-05,NETBIOS
314.8443579766537,2.6420396589583467e-05,NETBIOS
289.0,6.29425048828125e-05,Portmap
253.0,4.8160552978515625e-05,Portmap
253.0,3.0994415283203125e-06,Portmap
60.0,6.28889866278196e-05,SYN
60.00000000000001,0.00014434263224486401,SYN
515.1971830985914,2.3976178236410647e-06,SYN
81.00000000000003,2.4769041273328986e-06,SYN
60.0,2.312169382238588e-05,SYN
107.46975088967972,2.370610355906639e-06,SYN
60.000000000000014,0.00018381537877920962,SYN
59.99999999999999,9.430752524845574e-05,SYN
317.95628343990603,2.9110028011656048e-05,UDP
471.8193333333332,3.037750153314478e-05,UDP
407.6429809358751,4.261200101577821e-05,UDP
518.8717124152981,2.7877531164451237e-05,UDP
730.3510638297871,8.420234030865607e-06,UDP
370.8319307810833,4.1634377758407144e-05,UDP
434.8954421768708,4.535203077354796e-05,UDP
574.7317676143388,1.878216770582352e-05,UDP
91.4204896907216,1.3143784963439413,benign
59.64378229417845,56.58813169178287,benign
66.72484422234561,1.4836752907249768,benign
41.987474448745274,2.6091547593003237,benign
57.92939114468138,1.9523744277184412,benign
61.60537727666958,115.1651377720825,benign
54.43550021717099,21.125669201031013,benign
74.56536862306093,1.0639694270812357,benign
63.99999999999999,8.207789299212408e-06,slow-attacks
332.0,8.268058300018314e-05,slow-attacks
184.0,8.373260498046875e-05,slow-attacks
107.45945945945947,5.528733537003801e-05,slow-attacks
358.9999999999999,0.0010628258740459856,slow-attacks
78.0,1.070475337481258e-05,slow-attacks
90.0,0.0,slow-attacks
64.0,1.9501848339539847e-05,slow-attacks
