packet_length_max,iat_min,label
666.0,2.86102294921875e-06,LDAP
1489.1192660550469,2.7166594059095356e-05,LDAP
122.90666666666668,1.5544891357421876e-05,LDAP
982.25,1.435096447284405e-06,LDAP
1396.2857142857142,9.880302855687113e-06,LDAP
778.0,1.0355781106387866e-05,LDAP
338.0,4.696846008300781e-05,LDAP
1513.9999999999998,0.0001232303790192091,LDAP
1514.0,2.538897410160353e-05,LDAP
92.0,2.492666244506836e-05,LDAP
855.7184628237255,6.895117094443057e-06,MSSQL
498.91132897603484,2.1273170421326087e-05,MSSQL
1445.6181533646325,3.1513040987352064e-06,MSSQL
130.52388935456835,9.013940982227056e-06,MSSQL
570.2565356721199,1.4703417331015489e-05,MSSQL
1045.6327396098384,3.1886209968392176e-06,MSSQL
644.8802242609582,1.54124284900454e-05,MSSQL
1287.4583783783785,3.2783199001002957e-06,MSSQL
731.7463823305408,7.5218065585785066e-06,MSSQL
457.36078626524016,3.169478098235005e-05,MSSQL
185.17551020408166,1.2180756549445951e-05,NETBIOS
1506.0,4.792213439941406e-05,NETBIOS
271.0,3.867664852657834e-05,NETBIOS
325.0,2.0516935245011204e-05,NETBIOS
92.83999999999999,1.9149780273437502e-05,NETBIOS
378.41935483870986,2.3088147563319054e-05,NETBIOS
235.0,2.741708164721463e-05,NETBIOS
289.0,3.0145774016509188e-05,NETBIOS
253.33423180592993,2.6249821295314078e-05,NETBIOS
307.0,2.911341817755447e-05,NETBIOS
289.0,6.29425048828125e-05,Portmap
253.0,4.8160552978515625e-05,Portmap
253.0,3.0994415283203125e-06,Portmap
60.0,0.00017779342129695022,SYN
60.0,5.523773586803488e-05,SYN
94.99999999999999,2.4846955841662816e-06,SYN
568.453125,2.3990869522094722e-06,SYN
81.00000000000001,2.4893152432178886e-06,SYN
114.20942408376962,2.3092899022926207e-06,SYN
60.00000000000001,0.00010038743903640123,SYN
60.0,0.0001380736510500733,SYN
60.00000000000002,2.0791067192886056e-05,SYN
60.00000000000001,8.026783510764873e-05,SYN
389.2722734254992,3.124113517483847e-05,UDP
506.0010167768175,2.787339850979889e-05,UDP
316.19631645039766,2.98104060649273e-05,UDP
434.7319309993449,4.651114551752826e-05,UDP
730.3304904051173,8.434120780115189e-06,UDP
469.78040345821324,3.0291801914357782e-05,UDP
574.7090012330457,1.8795821287482055e-05,UDP
413.15114386905327,4.661693702625158e-05,UDP
525.7238918106686,2.778575081828839e-05,UDP
365.9771848989298,4.364349895935086e-05,UDP
74.55559986130376,1.0545709575126425,benign
61.96114711826606,59.09994066304896,benign
57.10743912453284,3.3725083686593798,benign
61.652571789207975,115.5066119752197,benign
66.26493439504817,1.467733256696344,benign
41.98738037648541,1.4818907224254854,benign
64.48606527319401,36.60763359629372,benign
91.45506809292681,1.0812259664365198,benign
42.002179440610256,59.258188168438735,benign
45.7499791926758,18.786919163407457,benign
64.0,1.6278875239380224e-05,slow-attacks
332.0,8.298529953253073e-05,slow-attacks
184.0,8.448310520337976e-05,slow-attacks
78.0,1.794641668146307e-05,slow-attacks
359.0,0.0010518123363625939,slow-attacks
78.0,5.614372991746472e-07,slow-attacks
100.7027027027027,3.015672838365709e-05,slow-attacks
64.0,4.560682508680555e-06,slow-attacks
78.0,2.2172927856445312e-05,slow-attacks
359.0,0.0010809898376464,slow-attacks
