packet_length_max,iat_min,label
1490.2553191489355,2.795584658358946e-05,LDAP
99.42168674698793,2.2972443975119225e-05,LDAP
947.0545454545454,3.754008900035508e-06,LDAP
777.9999999999998,1.1536612439511425e-05,LDAP
1397.4782608695648,9.865000628042909e-06,LDAP
338.0,4.696846008300781e-05,LDAP
1514.0,0.00012620802848569646,LDAP
666.0,2.86102294921875e-06,LDAP
1514.0000000000007,2.5477232756438082e-05,LDAP
636.8264158455258,1.5335912619987805e-05,MSSQL
1446.250764525994,3.6642578156108643e-06,MSSQL
475.7230821280555,2.6457646287738666e-05,MSSQL
862.6493710691825,5.80519250353927e-06,MSSQL
129.51415628539073,9.377167421991122e-06,MSSQL
1288.5121255349504,3.329697417124532e-06,MSSQL
558.3871660305341,1.579289900437566e-05,MSSQL
734.7371233169481,8.030053921605975e-06,MSSQL
1045.7422566371679,3.261903745938191e-06,MSSQL
314.71974522292993,2.6465474673390646e-05,NETBIOS
1506.0,4.792213439941406e-05,NETBIOS
92.75999999999998,1.4282862345377602e-05,NETBIOS
235.0,2.7829058030072376e-05,NETBIOS
271.0,3.837668572775186e-05,NETBIOS
184.44186046511626,1.232776530953341e-05,NETBIOS
378.1310344827586,2.351464896366514e-05,NETBIOS
289.00000000000006,3.141374655172859e-05,NETBIOS
253.32486388384748,2.6504270827056272e-05,NETBIOS
289.0,6.29425048828125e-05,Portmap
253.0,4.8160552978515625e-05,Portmap
253.0,3.0994415283203125e-06,Portmap
59.99999999999998,0.00011062644647825894,SYN
59.99999999999999,0.00017378245862404053,SYN
113.58771929824559,2.3224897551954838e-06,SYN
81.0,2.4933210560973246e-06,SYN
60.0,7.843653361002607e-05,SYN
95.00000000000004,2.4490189134028913e-06,SYN
60.00000000000001,1.4970064163208005e-05,SYN
577.4722222222221,2.4239222208658844e-06,SYN
60.0,4.6084287497321015e-05,SYN
318.1990178340657,2.895309870235062e-05,UDP
528.4334563345634,2.697912969272515e-05,UDP
408.1862631807021,4.276958277127806e-05,UDP
469.94324455205793,3.04392059547847e-05,UDP
730.3510638297871,8.420234030865609e-06,UDP
371.2289686730026,4.152848549072385e-05,UDP
508.783093179635,2.8565843785530554e-05,UDP
574.8873677660235,1.858107110470366e-05,UDP
434.59894871430595,4.601343092313031e-05,UDP
91.42402375649591,1.2706663678076502,benign
62.56677805522913,55.6886036738088,benign
57.01033519553074,2.3303795759127346,benign
74.56165405246524,1.0852593858645505,benign
61.68044515103339,115.1882489039807,benign
41.98958714663414,2.351183237868499,benign
66.25861329521084,1.4624954453079952,benign
53.346994911291446,20.937373318447246,benign
43.11196911196909,60.49593857344038,benign
64.0,1.9671907462921754e-05,slow-attacks
332.0,8.241436149500594e-05,slow-attacks
184.0,8.386272495075808e-05,slow-attacks
107.5833333333333,5.424022674560547e-05,slow-attacks
358.99999999999994,0.0010631561279296293,slow-attacks
78.0,1.0902441821052027e-05,slow-attacks
90.0,0.0,slow-attacks
64.0,1.2264595375404701e-05,slow-attacks
64.0,4.051260447223826e-06,slow-attacks
