packet_length_max,iat_min,label
1465.4142372881356,2.8888411441091624e-05,LDAP
303.6,2.0892940350432896e-05,LDAP
564.4191723100075,1.7393412134358458e-05,MSSQL
1121.9260827718967,3.9372338596964486e-06,MSSQL
246.98956469886699,2.895051265800717e-05,NETBIOS
316.19578853046585,3.426935937669542e-05,NETBIOS
284.2,5.796750386555989e-05,Portmap
253.0,2.5629997253417955e-05,Portmap
137.37049180327864,2.8875225880103068e-05,SYN
60.366836136096985,6.413792339269976e-05,SYN
479.1172101915513,3.506383535077167e-05,UDP
376.2342671413093,3.938823269535553e-05,UDP
67.42491456887733,2.2136355031012305,benign
59.64307164307165,63.4011511499043,benign
75.4941569282137,1.7677603261498657e-05,slow-attacks
342.79999999999984,0.00047487511354331894,slow-attacks
