packet_length_max,iat_min,label
1510.5623342175065,3.520879568408572e-05,LDAP
100.83660130718953,2.1077449025671468e-05,LDAP
847.3164556962025,1.0233891161182256e-05,LDAP
666.0,2.86102294921875e-06,LDAP
338.0,4.696846008300781e-05,LDAP
1396.8493150684928,9.451826957807146e-06,LDAP
735.5392976588628,8.829311782301069e-06,MSSQL
483.5987124463517,2.5005838201577363e-05,MSSQL
1336.531173594132,3.1020647156209407e-06,MSSQL
130.47432550043516,9.048285953266088e-06,MSSQL
949.9464131374244,4.426404743639684e-06,MSSQL
602.1793335435718,1.577840773174343e-05,MSSQL
246.36875,2.651810646057129e-05,NETBIOS
1506.0,4.792213439941406e-05,NETBIOS
328.15505617977533,2.5088063786538796e-05,NETBIOS
92.77777777777776,1.956798412181713e-05,NETBIOS
185.00000000000003,1.2840543474469865e-05,NETBIOS
278.08704453441294,3.555091286477772e-05,NETBIOS
289.0,6.29425048828125e-05,Portmap
253.0,4.8160552978515625e-05,Portmap
253.0,3.0994415283203125e-06,Portmap
60.00000000000003,0.00016600122399473382,SYN
59.99999999999999,5.9972178067845314e-05,SYN
59.999999999999986,9.36280883533747e-05,SYN
491.07843137254895,2.4472965913660392e-06,SYN
99.55818540433923,2.3968826384234006e-06,SYN
60.00000000000001,2.0952864481766762e-05,SYN
470.9924257932446,3.001138400152962e-05,UDP
375.94486926492345,4.005517404421475e-05,UDP
730.4047619047618,8.66254170735677e-06,UDP
529.6381123364965,2.6303335592422038e-05,UDP
424.5927082230924,4.714161570784094e-05,UDP
319.4481688392302,2.854944089419497e-05,UDP
62.687177470880236,1.4174284540394715,benign
59.580845723846835,56.435257933214785,benign
61.63241436925643,115.08083484422929,benign
42.00048026126213,2.711655715278814,benign
75.82926380567265,1.2361867977502006,benign
54.956013488197826,20.1283115671207,benign
184.0,8.39032859445732e-05,slow-attacks
63.999999999999986,1.1975807442492575e-05,slow-attacks
357.3706896551724,0.001002909808323251,slow-attacks
79.87155963302753,8.915542462550174e-06,slow-attacks
331.99999999999983,8.295353193928422e-05,slow-attacks
107.83333333333333,5.212697115811435e-05,slow-attacks
